tradeDate,open,high,low,close,volume
2017/1/24,3134.59,3149.53,3131.22,3142.55,125973880
2017/1/25,3137.65,3151.47,3133.19,3149.55,112073824
2017/1/26,3149.22,3163.1,3148.91,3159.17,113876768
2017/2/3,3160.08,3162.68,3136.01,3140.17,92224736
2017/2/6,3143.09,3158.84,3135.39,3156.98,127198280
2017/2/7,3154.4,3159.54,3140.04,3153.09,128337440
2017/2/8,3148.09,3167.45,3132.03,3166.98,144920192
2017/2/9,3164.69,3186.84,3162.57,3183.18,191640320
2017/2/10,3183.01,3205.05,3182.8,3196.7,239348912
2017/2/13,3198.99,3219.41,3198.99,3216.84,220191504
2017/2/14,3216.14,3219.4,3205.29,3217.93,188798080
2017/2/15,3215.46,3236,3206.56,3212.99,241507712
2017/2/16,3210.36,3230.28,3207.79,3229.62,216955936
2017/2/17,3227.71,3238.4,3199.42,3202.08,226228176
2017/2/20,3198.96,3241.46,3198.96,3239.96,232152096
2017/2/21,3242.22,3254.34,3239.88,3253.33,211673072
2017/2/22,3252.69,3261.38,3243.84,3261.22,207453776
2017/2/23,3258.83,3264.08,3236.35,3251.38,209179808
2017/2/24,3246.86,3253.96,3233.53,3253.43,186406368
2017/2/27,3249.19,3251.65,3224.09,3228.66,182581072
2017/2/28,3225.97,3242.68,3225.97,3241.73,151244320
2017/3/1,3240.07,3259.98,3237.87,3246.93,190677552
2017/3/2,3250.52,3256.81,3228.66,3230.03,181215072
2017/3/3,3219.2,3221.16,3206.61,3218.31,157082368
2017/3/6,3217.33,3234.66,3215.07,3233.87,156092160
2017/3/7,3233.09,3242.66,3226.82,3242.41,164064240
2017/3/8,3240.53,3245.3,3230.61,3240.66,160731392
2017/3/9,3233.7,3233.87,3205.28,3216.75,167371104
2017/3/10,3213.73,3222.32,3208.45,3212.76,136672736
2017/3/13,3209.45,3237.12,3193.16,3237.02,163673760
2017/3/14,3235.25,3246.33,3231.52,3239.33,146946016
2017/3/15,3235.4,3243.71,3227.74,3241.76,144055680
2017/3/16,3247.16,3269.77,3247.16,3268.94,189416000
2017/3/17,3271.87,3274.19,3232.28,3237.45,200583216
2017/3/20,3241.11,3251.13,3228.12,3250.81,170548432
2017/3/21,3250.25,3262.22,3246.7,3261.61,162719312
2017/3/22,3246.22,3255.78,3229.13,3245.22,189731648
2017/3/23,3245.81,3262.09,3221.93,3248.55,193029152
2017/3/24,3247.35,3275.21,3241.12,3269.45,219777920
2017/3/27,3268.92,3283.24,3262.12,3266.96,201852672
2017/3/28,3265.63,3265.63,3246.09,3252.95,161710016
